,nombre,categoria,seccion,descripcion,dimensiones,imagen
890,ESTAT8,Estatua,,Estatua Dama de Elche en piedra,45x35x56 (cm),https://atrezzovazquez.es/admin/img_prod/ESTAT8/ESTAT8-1-720x540.png
891,GN8,Galan de noche,Dormitorio  ,Galán de noche pie tubo cuadrado,40x40x106 (cm),https://atrezzovazquez.es/admin/img_prod/GN8/GN8-1-720x540.png
892,AGU8,Aguamaniles,Dormitorio  ,Aguamanil loza blanca liso,1x1x1 (cm),https://atrezzovazquez.es/admin/img_prod/AGU8/AGU8-720x450.png
893,F8,Fichero,Americano  Despacho  ,Fichero madera alto de persiana,63x43x160 (cm),https://atrezzovazquez.es/admin/img_prod/F8/F8-1-720x540.png
894,MUS8,Instrumentos musicales,Piano  Musica  ,Piano de pared auténtico madera raiz,140x60x130 (cm),https://atrezzovazquez.es/admin/img_prod/MUS8/MUS8-1-720x540.png
895,ADO8,Adornos,Salón  ,Adorno pared tabla con coche metal,1x1x1 (cm),https://atrezzovazquez.es/admin/img_prod/ADO8/ADO8-720x540.png
896,DPT8,Deporte,Gimnasio  ,Espaldera sencilla de gimnasio,100x10x260 (cm),https://atrezzovazquez.es/admin/img_prod/DPT8/GIM9-750540.png
897,LAM8,Lámpara,Lámpara de mesa  Salón  ,Lámpara de mesa de bronce esfinge,1x1x1 (cm),https://atrezzovazquez.es/admin/img_prod/LAM8/LAM8-720x540.png
898,FUM8,Artículos de fumador,Cenicero  ,Cenicero cristal grueso,1x1x1 (cm),https://atrezzovazquez.es/admin/img_prod/FUM8/FUM8-720x540.png
899,ASP8,Aspiradoras,Electrodomestico  ,Aspiradora antigua roja con ruedas,1x1x1 (cm),https://atrezzovazquez.es/admin/img_prod/ASP8/ASP8-720x540.png
900,AZP8,Azulejos y platos de pared,Decoración  Talavera  ,Platos de Talavera de pared diferentes,1x1x1 (cm),https://atrezzovazquez.es/admin/img_prod/AZP8/AZP8-720x540.png
901,BAD8,Bandejas,,Bandeja antigua chapa decorada,1x1x1 (cm),https://atrezzovazquez.es/admin/img_prod/BAD8/BAD8-720x540.png
902,BYC8,Atrezzo de bar y cafetería,Bar y cafetería  ,Botellas cristal transparente de coctel,1x1x1 (cm),https://atrezzovazquez.es/admin/img_prod/BYC8/BYC8(BAR8-720x540).png
903,COL8,Atrezzo colegio,Colegio  ,Bolsa cartera tela mundial 82,1x1x1 (cm),https://atrezzovazquez.es/admin/img_prod/COL8/COL8-720x540.png
904,DES8,Atrezzo despacho,Despacho  Escribanías y tinteros  ,Escribanía con tintero metal flor,1x1x1 (cm),https://atrezzovazquez.es/admin/img_prod/DES8/DES8-720x540.png
905,CST8,Moda y costura,Avíos de costura  ,Cabeza de modista de poliespan,1x1x1 (cm),https://atrezzovazquez.es/admin/img_prod/CST8/CST8-720x540.png
906,CEM8,Cementerio,Cruces  ,Cruz de cementerio de hierro,1x1x1 (cm),https://atrezzovazquez.es/admin/img_prod/CEM8/CEM8-720x540.png
907,CHI8,Chimenea,,Par de morillos de hierro con portamacetas,1x1x55 (cm),https://atrezzovazquez.es/admin/img_prod/CHI8/CHI8-720x540.png
908,CRI8,Cristalería,,Copas cristal verde hoja tallada.,1x1x1 (cm),https://atrezzovazquez.es/admin/img_prod/CRI8/CRI8-720x540.png
909,MC8,Macetero,Comedor  Salón  ,Macetero madera cuadrado pintado mármol,62x62x83 (cm),https://atrezzovazquez.es/admin/img_prod/MC8/MC8-1-720x540.png
910,ME8,Mesilla,Dormitorio  Frances  ,Mesilla francesa clara patas estriadas,51x36x48 (cm),https://atrezzovazquez.es/admin/img_prod/ME8/ME8-1-720x540.png
911,VET8,Ventilador,,Ventilador de mesa gris,1x1x1 (cm),https://atrezzovazquez.es/admin/img_prod/VET8/VET8-720x540.png
912,REL8,Reloj,Salón  ,Reloj de pie caoba y oro cabeza redonda,45x26x187 (cm),https://atrezzovazquez.es/admin/img_prod/REL8/REL8-1-720x540.png
913,TEL8,Telefonía,,Teléfono de pared antiguo de madera figurado,0x0x0 (cm),https://atrezzovazquez.es/admin/img_prod/TEL8/TLF8-720x540.png
914,MYN8,Maletas y neceseres de viaje,Viaje  ,Maleta antigua  cuero marrón claro,75x50x25 (cm),https://atrezzovazquez.es/admin/img_prod/MYN8/MYN8-720x540.png
915,MYC8,Maletines y carteras,,Maletines ejecutivo skay,0x0x0 (cm),https://atrezzovazquez.es/admin/img_prod/MYC8/MYC8-720x540.png
916,LYR8,Libros y revistas,,Libros antiguos encuadernación piel,0x0x0 (cm),https://atrezzovazquez.es/admin/img_prod/LYR8/LYR8-720x540.png
917,TOC8,Objetos de tocador,Tocador  ,Juego de tocador de loza colores (3 piezas),0x0x0 (cm),https://atrezzovazquez.es/admin/img_prod/TOC8/TOC8-720x540.png
918,VAJ8,Vajilla,Cocina  ,Platos Duralex blancos ondas,0x0x0 (cm),https://atrezzovazquez.es/admin/img_prod/VAJ8/VAJ8-720x540.png
919,JUG8,Juguetes,Juguete  ,"Escopetas, fusiles y metralletas de juguete",0x0x0 (cm),https://atrezzovazquez.es/admin/img_prod/JUG8/JUG8-720x540.png
920,JAR8,Jarrones y jarras,Adorno  Decoración  Salón  ,Jarra estaño con tapa asa negra,0x0x0 (cm),https://atrezzovazquez.es/admin/img_prod/JAR8/JAR8-720x540.png
921,TYV8,Televisores y vídeos,Televisor  ,"Televisión caja madera Werner 21"" (B/N)",0x0x0 (cm),https://atrezzovazquez.es/admin/img_prod/TYV8/TYV8-1-720x540.png
922,MYS8,Tocadiscos y altavoces,Altavoces  Electrónica  Musica  Sonido  ,Altavoces grandes caja madera frontal granate,0x0x0 (cm),https://atrezzovazquez.es/admin/img_prod/MYS8/MYS8-720x540.png
923,TP8,Tapices y estandartes,Palacio  ,Tapiz pintado paisaje goyesco,150x0x210 (cm),https://atrezzovazquez.es/admin/img_prod/TP8/TP8-720x540.png
924,ML8,Librería,Cubista  Despacho  ,LIBRERÍA DESPACHO CUBISTA 3 CUERPOS,183x44x168 (cm),https://atrezzovazquez.es/admin/img_prod/ML8/ML8-720x540.png
925,MED8,Atrezzo medicina,Hospital  Medicina  ,Caja antigua de madera para medicinas,0x0x0 (cm),https://atrezzovazquez.es/admin/img_prod/MED8/MED8-720x540.png
926,HOS8,Hospitales,Camillas  Hospital  Medicina  ,Camilla niquelada tapizada skay,180x55x80 (cm),https://atrezzovazquez.es/admin/img_prod/HOS8/HOS8-1-720x540.png
927,VAA8,Atrezzo vario,,Candados antiguos hierro y metal con sus llaves,0x0x0 (cm),https://atrezzovazquez.es/admin/img_prod/VAA8/VAA8-720x540.png
928,GRA8,Gramófonos y gramolas,Musica  ,Gramófono caja octogonal con bocina,0x0x0 (cm),https://atrezzovazquez.es/admin/img_prod/GRA8/GRA8-720x540.png
929,ARA8,Atrezzo Árabe,Arabe  ,Jamuga árabe marquetería y cuero,67x47x88 (cm),https://atrezzovazquez.es/admin/img_prod/ARA8/ARA8-1-720x540.png
930,SI8,Sillón,Frances  Salón  Sillería  ,Sillón Luis XVI blanco y oro tapizado damasco azul,59x52x102 (cm),https://atrezzovazquez.es/admin/img_prod/SI8/SI8-1-720x540.png
931,RAD8,Radios,,Radio antigua caja madera rejilla y dial cristal 4 mandos,1x1x1 (cm),https://atrezzovazquez.es/admin/img_prod/RAD8/RAD008 Radio nogal 4 mandos dial crsital.jpg
932,JAM8,Jamuga,Medieval  ,Jamuga de listones con respaldo tallado,60x50x70 (cm),https://atrezzovazquez.es/admin/img_prod/JAM8/JAM8-1-720x540.png
933,MV8,Muebles varios,Años setenta  Mueble bar  ,Mueble bar con puerta skay rojo,80x40x80 (cm),https://atrezzovazquez.es/admin/img_prod/MV8/MV8-1-720x540.png
934,JAU8,Jaula,,Jaula mediana de plástico,1x1x1 (cm),https://atrezzovazquez.es/admin/img_prod/JAU8/JAU8-720x540.png
935,JUE8,Juego,Bar y cafetería  Casino  ,Máquina tragaperras forrada nogal,45x50x161 (cm),https://atrezzovazquez.es/admin/img_prod/JUE8/JUE8-1-720x540.png
936,SIL8,Silla,Frances  Sillería  ,Silla Luis XVI blanca y oro tapizada azul,47x42x95 (cm),https://atrezzovazquez.es/admin/img_prod/SIL8/SIL8-1-720x540.png
937,MEC8,Mecedora,,Mecedora colonial balaustres tapizada,73x79x97 (cm),https://atrezzovazquez.es/admin/img_prod/MEC8/MEC8-1-720x540.png
938,MOS8,Mostrador,Tienda  ,Expositor de libros tubo gris,80x40x210 (cm),https://atrezzovazquez.es/admin/img_prod/MOS8/MOS8 720x540.png
939,S8,Sofá,Frances  Salón  Sillería  ,Sofá Luis XVI blanco y oro tapizado damasco,117x52x102 (cm),https://atrezzovazquez.es/admin/img_prod/S8/S8-1-720x540.png
940,ILU8,Iluminación,Cine  ,Caja porta pantallas de iluminación,109x19x42 (cm),https://atrezzovazquez.es/admin/img_prod/ILU8/ILU8-720x540.png
941,PV8,Pie de vela,Candelero  Iglesia  Medieval  ,Candelero de suelo 1 luz con faldón cruces,50x50x180 (cm),https://atrezzovazquez.es/admin/img_prod/PV8/PV8 (HAY 2) 720x540.png
942,SEC8,Secreter,Jacobino  Salón  ,Secreter jacobino nogal tallado borde rizado,83x40x100 (cm),https://atrezzovazquez.es/admin/img_prod/SEC8/SEC8 720x540.png
943,VI8,Vitrina,Comedor  Inglesa  Salón  ,Vitrina inglesa nogal puerta cristal viselado,72x37x185 (cm),https://atrezzovazquez.es/admin/img_prod/VI8/VI8-1-720x540.png
944,PEL8,Peluquería,,Sillones de barbero antiguos reclinables hierro tapizados skay azul,70x90x100 (cm),https://atrezzovazquez.es/admin/img_prod/PEL8/PEL8-1-720x540.png
945,SR8,Silla de ruedas,Hospital  ,Silla de ruedas plegable tapizada terciopelo marrón,1x1x1 (cm),https://atrezzovazquez.es/admin/img_prod/SR8/SR8-1-720x540.png
946,PC8,Pizarra,Colegio  Despacho  ,Pizarra blanca Villeda con marco,125x5x80 (cm),https://atrezzovazquez.es/admin/img_prod/PC8/PC8-720x540.png
947,BUZ8,Buzones,Calle  ,Buzón de correos hierro gris,60x60x173 (cm),https://atrezzovazquez.es/admin/img_prod/BUZ8/BUZ8-720x540.png
948,ADP8,Animales disecados en panoplia,,Panoplia con cuernos de ciervo,55x40x80 (cm),https://atrezzovazquez.es/admin/img_prod/ADP8/ADP8-720x540.png
949,CAM8,Cámara fotos y vídeo,Proyectores de super ocho  ,Proyector 8mm EUMIC,1x1x1 (cm),https://atrezzovazquez.es/admin/img_prod/CAM8/CAM8-720x540.png
950,JUZ8,Juzgado,Juzgados  ,Barandilla de juzgado balaustres nogal de 1´30 metros,130x70x85 (cm),https://atrezzovazquez.es/admin/img_prod/JUZ8/JUZ8-720x540.png
951,QIN8,Quinqués,,Quinqué cristal verde,1x1x1 (cm),https://atrezzovazquez.es/admin/img_prod/QIN8/QIN8-720x540.png
952,MOU8,Mobiliario urbano,Calle  ,Papelera de calle redonda con pie,0x0x0 (cm),https://atrezzovazquez.es/admin/img_prod/MOU8/MOU8-1-720x540.png
953,LOG8,Logicine,Jarrón  ,Jarrón grande panzudo dorado,55x55x60 (cm),https://atrezzovazquez.es/admin/img_prod/LOG8/JAR161-1-logicine-720x540.png
954,CDM8,Centro de mesa,Adorno  ,Centro de mesa cobre y metal,0x0x0 (cm),https://atrezzovazquez.es/admin/img_prod/CDM8/CDM8-720x540.png
955,PAP8,Papelera,,Papelera de acero redonda,0x0x0 (cm),https://atrezzovazquez.es/admin/img_prod/PAP8/PAP8-720x540.png
956,FIG8,Figuras,Adorno  ,Figura de chapa negra gallina,0x0x0 (cm),https://atrezzovazquez.es/admin/img_prod/FIG8/FIG8-720x540.png
957,PLA8,Playa,Hamaca  Jardín  ,Hamaca de madera Mid Century tela rayas,0x0x0 (cm),https://atrezzovazquez.es/admin/img_prod/PLA8/PLA8-1-720x540.png
958,REG8,Religión,Cruces  Religioso  ,Crucifijo de pared Cristo plateado,0x0x0 (cm),https://atrezzovazquez.es/admin/img_prod/REG8/REG8-720x540.png
959,RU8,Rural,Rústico  ,Polipasto de 2 poleas de 28cm,0x0x0 (cm),https://atrezzovazquez.es/admin/img_prod/RU8/RU8-720x540.png
960,ALA9,Alacena,Cocina  ,Alacena de colgar con puertas celosía,67x34x57 (cm),https://atrezzovazquez.es/admin/img_prod/ALA9/ALA9-720x540.png
961,ALF9,Alfombra,Comedor  Frances  Salón  ,Alfombra francesa redonda dibujos azules,140x140x1 (cm),https://atrezzovazquez.es/admin/img_prod/ALF9/ALF9-720x540.png
962,AFC9,Alfombra de cama,Comedor  ,Alfombrín de cama pelo lana rojo flores,120x63x1 (cm),https://atrezzovazquez.es/admin/img_prod/AFC9/AFC9-720x540.png
963,AP9,Aparador,Comedor  Estilo mil novecientos  ,Trinchero 1900 claro con estante y copete,109x50x160 (cm),https://atrezzovazquez.es/admin/img_prod/AP9/AP9-1-720x540.png
964,ARC9,Arcon,Palacio  ,Arcón tapa piramidal tapizado damasco y oro,83x32x60 (cm),https://atrezzovazquez.es/admin/img_prod/ARC9/ARC009-1-720x540.png
965,AR9,Armario,Dormitorio  ,"Armario roble 2 puertas,una con espejo y cajones",130x54x227 (cm),https://atrezzovazquez.es/admin/img_prod/AR9/AR9-720x540.png
966,ARM9,Armero,Gótico  ,Porta-lanzas gótico recortado,94x24x116 (cm),https://atrezzovazquez.es/admin/img_prod/ARM9/ARM9-1-720x540.png
967,ATD9,Ataud,,Ataúd de niño ambientado,98x42x32 (cm),https://atrezzovazquez.es/admin/img_prod/ATD9/ATD9-1-720x540.png
968,ATR9,Atril,Religioso  ,Atril-facistol nogal cerrado,66x40x110 (cm),https://atrezzovazquez.es/admin/img_prod/ATR9/ATR9-1-720x540.png
969,BAC9,Banco,,Banco tapizado patas torneadas,115x38x40 (cm),https://atrezzovazquez.es/admin/img_prod/BAC9/BAC9-2-720x540.png
970,BAN9,Banqueta,,Banqueta tapas rectas asiento tapizado,80x40x45 (cm),https://atrezzovazquez.es/admin/img_prod/BAN9/BAN9-1-720x540.png
971,M9,Mesa,Forja  Jardín  ,Mesa de jardín forja blanca tapa fibra,80x80x73 (cm),https://atrezzovazquez.es/admin/img_prod/M9/M9-1-720x540.png
972,BA9,Baño,Bañera  ,Bañera de empotrar blanca,120x70x41 (cm),https://atrezzovazquez.es/admin/img_prod/BA9/BA9-720x540.png
973,BAR9,Bargueño,Español  ,Bargueño nogal tapa marquetería con mesa,73x35x130 (cm),https://atrezzovazquez.es/admin/img_prod/BAR9/BAR9-1-720x540.png
974,BRL9,Barril,Bidón  ,Bidón de chapa pintado gris,60x60x150 (cm),https://atrezzovazquez.es/admin/img_prod/BRL9/BRL9-720x540.png
975,BAS9,Bascula,Tienda  ,Balanza de mesa nogal con 2 platillos metal,48x20x20 (cm),https://atrezzovazquez.es/admin/img_prod/BAS9/BAS9-720x540.png
976,BAU9,Baul,Almacenaje  Viaje  ,Baúl madera y chapa con patas,80x44x60 (cm),https://atrezzovazquez.es/admin/img_prod/BAU9/BAU9-1-720x540.png
977,BEB9,Bebé,Descatalogado  ,,0x0x0 (cm),https://atrezzovazquez.es/admin/img_prod/BEB9/LOGOTIPO VAZQUEZ- 720x540.png
978,PER9,Perchero,Italiano  Recibidor  ,Perchero de pared italiano formica con cuadro y espejo,88x10x185 (cm),https://atrezzovazquez.es/admin/img_prod/PER9/PER9-720x540.png
979,ESC9,Escaleras,,Escalera rústica de 1 subida de madera,39x6x260 (cm),https://atrezzovazquez.es/admin/img_prod/ESC9/ESC9-720x540.png
980,BIO9,Biombo,Dormitorio  Forja  Jardín  ,Biombo 3 hojas de forja pintado dorado,165x4x170 (cm),https://atrezzovazquez.es/admin/img_prod/BIO9/BIO9-720x540.png
981,BRA9,Brasero,Calefaccion  ,Brasero bajo pletina hierro con patas,35x35x40 (cm),https://atrezzovazquez.es/admin/img_prod/BRA9/BRA9-1-720x540.png
982,CAB9,Caballete,Pintor  ,Caballete de pintor negro 3 pies,52x52x156 (cm),https://atrezzovazquez.es/admin/img_prod/CAB9/CAB9-720x540.png
983,CAR9,Caja registradora,Tienda  ,Caja registradora NCR sin cajón,37x42x20 (cm),https://atrezzovazquez.es/admin/img_prod/CAR9/CAR9-720x540.png
984,CAJ9,Caja,Almacenaje  Cajas  ,Cajón de embalaje de madera asas cuerda,95x44x59 (cm),https://atrezzovazquez.es/admin/img_prod/CAJ9/CAJ9-720x520.png
985,CA9,Cama,Años setenta  Cabecero  Dormitorio  ,Cabecero tapizado capitoné crema con mesillas,252x15x94 (cm),https://atrezzovazquez.es/admin/img_prod/CA9/CA9-720x540.png
986,REC9,Reclinatorio,Enea  Iglesia  Religioso  ,Reclinatorio madera y enea con cojín terciopelo verde,49x44x89 (cm),https://atrezzovazquez.es/admin/img_prod/REC9/REC9-1-720x540.png
987,CARR9,Carretilla,Profesiones  ,Carro de torero con cuernos,100x55x104 (cm),https://atrezzovazquez.es/admin/img_prod/CARR9/CARR009 copia.jpg
988,CSE9,Carro de servicio,Cocina  Comedor  Salón  ,Carro de servicio metal y formica con asas y ruedas grandes,62x40x70 (cm),https://atrezzovazquez.es/admin/img_prod/CSE9/CSE9-1-720x540.png
989,CH9,Chaiselongue,Descatalogado  ,Descatalogado,1x1x1 (cm),https://atrezzovazquez.es/admin/img_prod/CH9/LOGOTIPO VAZQUEZ- 720x540.png
990,CO9,Cocinas,Electrodomestico  Cocina  ,Cocina de gas de mesa 3 fuegos con horno,53x50x45 (cm),https://atrezzovazquez.es/admin/img_prod/CO9/CO9-720x540.png
991,COM9,Comoda,Dormitorio  ,Cómoda nogal 4 cajones con marquetería en un cajón y tapa mármol,121x61x104 (cm),https://atrezzovazquez.es/admin/img_prod/COM9/COM9-1-720x540.png
992,CON9,Consola,Inglesa  Recibidor  ,Consola inglesa medio punto nogal,88x44x75 (cm),https://atrezzovazquez.es/admin/img_prod/CON9/CON9-1-720x540.png
993,COS9,,Costurero  ,Costurero isabelino en claro con espejo interior,53x36x67 (cm),https://atrezzovazquez.es/admin/img_prod/COS9/COS09.bmp
994,CU9,Cuadro,Retratos  ,Cuadro marco liso marrón fotografía Sísifo (Autor Tiziano),183x10x205 (cm),https://atrezzovazquez.es/admin/img_prod/CU9/CU9-720x540.png
995,ANU9,Carteles y anuncios,Tienda  ,Cartel antiguo chapa anuncio americano,15x1x15 (cm),https://atrezzovazquez.es/admin/img_prod/ANU9/ANU9-720x540.png
996,ESP9,Espejo,Dormitorio  Salón  ,Espejo marco terciopelo rojo aplicaciones metal,100x5x165 (cm),https://atrezzovazquez.es/admin/img_prod/ESP9/ESP9-720x540.png
997,ES9,Estanteria,Rústico  ,Estanteria rustica acuñada,82x22x167 (cm),https://atrezzovazquez.es/admin/img_prod/ES9/ES9-1-720x540.png
998,EST9,Estufa,Calefaccion  ,Estufa chubesqui hierro 3 patas,22x22x50 (cm),https://atrezzovazquez.es/admin/img_prod/EST9/EST9-720x540.png
999,ESTAT9,Estatua,Religioso  ,Estatua Ángel de piedra (peana 26x26),36x30x105 (cm),https://atrezzovazquez.es/admin/img_prod/ESTAT9/ESTAT9-1-720x540.png
1000,GN9,Galan de noche,Dormitorio  ,Galán de noche pie tubo niquelado y madera,40x40x110 (cm),https://atrezzovazquez.es/admin/img_prod/GN9/GN9-1-720x540.png
1001,AGU9,Aguamaniles,Dormitorio  ,Aguamanil loza blanca liso pequeño,1x1x1 (cm),https://atrezzovazquez.es/admin/img_prod/AGU9/AGU9-720x450.png
1002,F9,Fichero,Americano  Despacho  ,Fichero madera claro de persiana,42x36x120 (cm),https://atrezzovazquez.es/admin/img_prod/F9/F9-1-720x540.png
1003,MUS9,Instrumentos musicales,Piano  Musica  ,Piano de pared auténtico nogal con columnas,130x60x120 (cm),https://atrezzovazquez.es/admin/img_prod/MUS9/MUS9-720x540.png
1004,ADO9,Adornos,Salón  ,Adorno pared loza mariposa colores,1x1x1 (cm),https://atrezzovazquez.es/admin/img_prod/ADO9/ADO9-720x540.png
1005,DPT9,Deporte,Gimnasio  ,Cama elástica redonda,100x100x30 (cm),https://atrezzovazquez.es/admin/img_prod/DPT9/DPT9-1-720x540.png
1006,LAM9,Lámpara,Lámpara de mesa  Salón  ,Lámpara de mesa cobre peana redonda,1x1x1 (cm),https://atrezzovazquez.es/admin/img_prod/LAM9/LAM9-720x540.png
1007,FUM9,Artículos de fumador,Cenicero  ,Cenicero cuero repujado,1x1x1 (cm),https://atrezzovazquez.es/admin/img_prod/FUM9/FUM9-720x540.png
1008,ASP9,Aspiradoras,Electrodomestico  ,Aspiradora azul oscuro recta,1x1x1 (cm),https://atrezzovazquez.es/admin/img_prod/ASP9/ASP9-720x540.png
1009,AZP9,Azulejos y platos de pared,Decoración  ,Platos de colgar de pared diferentes,1x1x1 (cm),https://atrezzovazquez.es/admin/img_prod/AZP9/AZP9-720x540.png
1010,BAD9,Bandejas,,Bandeja grande antigua borde metal calado con asas,1x1x1 (cm),https://atrezzovazquez.es/admin/img_prod/BAD9/BAD9-720x540.png
1011,BYC9,Atrezzo de bar y cafetería,Bar y cafetería  ,Botellas cristal caramelo,1x1x1 (cm),https://atrezzovazquez.es/admin/img_prod/BYC9/BYC9(BAR9-720x540).png
1012,COL9,Atrezzo colegio,Colegio  ,Cartera colegio amarilla,1x1x1 (cm),https://atrezzovazquez.es/admin/img_prod/COL9/COL9-720x540.png
1013,DES9,Atrezzo despacho,Despacho  Escribanías y tinteros  ,Escribanía metal gótica 4 piezas,1x1x1 (cm),https://atrezzovazquez.es/admin/img_prod/DES9/DES9-720x540.png
1014,CST9,Moda y costura,Costurero  ,Costurero de madera plegable de mano,1x1x1 (cm),https://atrezzovazquez.es/admin/img_prod/CST9/CST9-720x540.png
1015,CEM9,Cementerio,Cruces  ,Cruz de cementerio figurada mármol,42x21x125 (cm),https://atrezzovazquez.es/admin/img_prod/CEM9/CEM9-1-720x540.png
1016,CHI9,Chimenea,,Par de morillos de hierro forja,1x1x88 (cm),https://atrezzovazquez.es/admin/img_prod/CHI9/CHI9-720x540.png
1017,CRI9,Cristalería,,Copas cristal de champan altas,1x1x1 (cm),https://atrezzovazquez.es/admin/img_prod/CRI9/CRI9-720x540.png
1018,MC9,Macetero,Columna  Jardín  ,Columna escayola cuadrada pintada,20x20x100 (cm),https://atrezzovazquez.es/admin/img_prod/MC9/MC9-1-720x540.png
1019,ME9,Mesilla,Dormitorio  ,Mesilla blanca y oro 2 cajones,50x33x57 (cm),https://atrezzovazquez.es/admin/img_prod/ME9/ME9-1-720x540.png
1020,VET9,Ventilador,,Ventilador de mesa aspas marrones,1x1x1 (cm),https://atrezzovazquez.es/admin/img_prod/VET9/VET9-720x540.png
1021,REL9,Reloj,Salón  ,Reloj de pared madera 2 columnas esfera dorada cristal dibujo oro,1x1x1 (cm),https://atrezzovazquez.es/admin/img_prod/REL9/REL9-720x540.png
1022,TEL9,Telefonía,,Teléfono de pared madera antiguo figurado,0x0x0 (cm),https://atrezzovazquez.es/admin/img_prod/TEL9/TLF9-720x540.png
1023,MYN9,Maletas y neceseres de viaje,Viaje  ,Maleta antigua cuero claro bordes cuero y cierres metal,45x35x25 (cm),https://atrezzovazquez.es/admin/img_prod/MYN9/MYN9-720x540.png
1024,MYC9,Maletines y carteras,,Carteras de cuero,0x0x0 (cm),https://atrezzovazquez.es/admin/img_prod/MYC9/MYC9-720x540.png
1025,LYR9,Libros y revistas,,Libros antiguos encuadernación rústica,0x0x0 (cm),https://atrezzovazquez.es/admin/img_prod/LYR9/LYR9-720x540.png
1026,TOC9,Objetos de tocador,Tocador  ,Juego de tocador de plástico (5 piezas),0x0x0 (cm),https://atrezzovazquez.es/admin/img_prod/TOC9/TOC9-720x540.png
1027,VAJ9,Vajilla,Cocina  ,Platos loza borde greca,0x0x0 (cm),https://atrezzovazquez.es/admin/img_prod/VAJ9/VAJ9-720x540.png
1028,JUG9,Juguetes,Juguete  ,Juego antiguo Exin Astro con su caja,0x0x0 (cm),https://atrezzovazquez.es/admin/img_prod/JUG9/JUG9-720x540.png
1029,JAR9,Jarrones y jarras,Adorno  Decoración  Salón  ,Jarra baja barro vidriado forma azul y verde,0x0x0 (cm),https://atrezzovazquez.es/admin/img_prod/JAR9/JAR9-720x540.png
1030,CF9,Caja fuerte,,Caja fuerte crema con rueda,37x25x42 (cm),https://atrezzovazquez.es/admin/img_prod/CF9/CF9-1-720x540.png
1031,TYV9,Televisores y vídeos,Televisor  ,"Televisión LCD plano Saivod 26""",80x24x47 (cm),https://atrezzovazquez.es/admin/img_prod/TYV9/TYV9 720x540.png
1032,MYS9,Tocadiscos y altavoces,Altavoces  Electrónica  Musica  Sonido  ,Altavoces altos caja madera negra,0x0x0 (cm),https://atrezzovazquez.es/admin/img_prod/MYS9/MYS9-720x540.png
1033,TP9,Tapices y estandartes,Palacio  ,Repostero pintado Águila franquista,140x0x140 (cm),https://atrezzovazquez.es/admin/img_prod/TP9/TP9 (ESD002-720X540).png
